step,fast_slow_gap,fast_wins,bernoulli_llr,cusum_W,detector_active,regime_change,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
115200,2.56055784,1,0.33647224,1.50800780,1,0,-2.25781202,-4.81836987,5.04208755,4.08102608,0.03452613,0.02584210,0,0,2.68236709
115300,2.26634693,1,0.33647224,0.67294447,1,0,-4.40824223,-6.67458916,5.23412752,4.33920002,0.05216838,0.04417243,0,0,5.07706594
115400,1.36503696,1,0.33647224,0.33647224,1,0,-2.80034924,-4.16538620,5.84605122,4.69900274,0.06509720,0.05026868,0,0,5.96780872
115500,0.63886833,1,0.33647224,0.33647224,1,0,-5.36609173,-6.00496006,5.26820564,4.31550837,0.04826655,0.04829196,0,0,10.97397868
115600,-0.29465342,0,-0.51082562,0.32423770,1,0,-2.86250877,-2.56785536,5.09388924,4.55153656,0.05880613,0.06061791,0,0,3.37971600
115700,-1.65810299,0,-0.51082562,0.00000000,1,0,2.02443457,3.68253756,3.86430955,3.69384432,0.04264319,0.04140884,0,0,-0.96810532
115800,-0.91460133,0,-0.51082562,0.00000000,1,0,4.62422848,5.53882980,5.73295927,5.21870613,0.06640315,0.05501913,0,0,-3.74190116
115900,0.21997321,1,0.33647224,0.33647224,1,0,1.98602772,1.76605451,5.85774136,5.41418552,0.06328128,0.06143684,0,0,-1.46103936
116000,0.60868073,1,0.33647224,0.66070994,1,0,-36.41296387,-37.02164459,2.44112253,2.46594644,0.03936110,0.04150496,0,0,35.24863625
116100,-4.43743658,0,-0.51082562,13.12548709,1,0,-1.36125398,3.07618260,4.87134504,4.39150429,0.04180859,0.02959450,0,0,6.26216733
116200,-1.45526266,0,-0.51082562,2.33083658,1,0,2.19248176,3.64774442,6.12138700,5.39289665,0.05187323,0.03985157,0,0,-0.81983240
116300,0.52093744,1,0.33647224,1.00941671,1,0,-1.49686265,-2.01780009,4.71054268,4.27498674,0.11122240,0.10363249,0,0,2.74147010
116400,-0.16574335,0,-0.51082562,1.50800780,1,0,4.13512039,4.30086374,5.93688869,5.75243092,0.04310362,0.05090319,0,0,-3.59238569
116500,-0.10257232,0,-0.51082562,1.67319651,1,0,-0.10002041,0.00255191,5.00240850,5.06910229,0.03773623,0.03945761,0,0,0.51695490
116600,0.56194115,1,0.33647224,0.33647224,1,0,-4.58531666,-5.14725780,5.72565031,5.70416069,0.06557142,0.09194774,0,0,5.07569170
116700,0.39448738,1,0.33647224,0.33647224,1,0,-3.45568371,-3.85017109,4.56935692,4.48810005,0.06012986,0.06866082,0,0,3.82774767
116800,-2.50648808,0,-0.51082562,0.31200316,1,0,3.66520429,6.17169237,5.87465572,5.51508284,0.01319063,0.02167557,0,0,2.55359030
116900,-1.08174992,0,-0.51082562,1.17153556,1,0,0.51638603,1.59813595,6.49381685,6.12146997,0.08071306,0.04320639,0,0,-1.37217116
117000,0.55277634,1,0.33647224,2.01883342,1,0,-28.79378510,-29.34656143,3.13655615,3.10779667,0.03858672,0.03712003,0,0,29.52223444
117100,-0.00299931,0,-0.51082562,4.31603625,1,0,-1.53714323,-1.53414392,6.39200830,5.31379890,0.10787567,0.08078749,0,0,2.09585778
117200,-1.14953375,0,-0.51082562,0.00000000,1,0,2.77771330,3.92724705,5.69687700,4.96646595,0.06476346,0.05055870,0,0,-1.49113099
117300,0.56350899,1,0.33647224,0.33647224,1,0,-0.96495605,-1.52846503,6.70639706,6.14400196,0.07356301,0.08621324,0,0,0.69764992
117400,0.29273748,1,0.33647224,0.33647224,1,0,-6.57047558,-6.86321306,5.55776358,5.25696754,0.06754339,0.07734834,0,0,8.07397127
117500,1.49612141,1,0.33647224,0.33647224,1,0,0.68300676,-0.81311464,3.26944613,3.10786772,0.02615169,0.01876261,0,0,-0.43100222
117600,0.42622423,1,0.33647224,2.35530566,1,0,1.70916748,1.28294325,5.82161617,5.63688087,0.05496071,0.06691810,0,0,-1.16105008
117700,-0.44457841,0,-0.51082562,0.83506332,1,0,-4.43026161,-3.98568320,5.42042875,5.30821609,0.08514126,0.07021761,0,0,4.84069872
117800,-0.27405953,0,-0.51082562,0.00000000,1,0,-3.31221914,-3.03815961,3.96839619,3.99826264,0.03518906,0.03545814,0,0,3.71817708
117900,-0.36477423,0,-0.51082562,0.00000000,1,0,-4.94934750,-4.58457327,4.95244074,5.10239410,0.06360833,0.07862072,0,0,8.39310932
118000,0.52439880,1,0.33647224,0.67294447,1,0,-26.54990387,-27.07430267,2.79880190,2.79777360,0.05964045,0.05751375,0,0,26.93451945
118100,-0.86807013,0,-0.51082562,0.00000000,1,0,4.02206182,4.89013195,6.04051447,5.68209743,0.06869633,0.06297988,0,0,-3.54996829
118200,-3.62417960,0,-0.51082562,0.00000000,1,0,-0.93267679,2.69150281,5.81802702,6.03639412,0.04103341,0.04410907,0,0,5.38794939
118300,-2.08664227,0,-0.51082562,0.00000000,1,0,2.65273285,4.73937511,4.92267036,5.30042458,0.03378709,0.01825264,0,0,-2.41148853
118400,-1.35200906,0,-0.51082562,0.00000000,1,0,0.51242709,1.86443615,4.98875141,5.26344347,0.03307558,0.04177757,0,0,0.30637475
118500,-2.60238361,0,-0.51082562,0.00000000,1,0,0.99875259,3.60113621,4.55134153,4.82605171,0.05176969,0.01877362,0,0,-0.26672747
118600,-0.33797789,0,-0.51082562,0.00000000,1,0,2.68492293,3.02290082,5.09646463,5.07584000,0.06524023,0.05732655,0,0,-2.61448094
118700,2.06677246,1,0.33647224,0.67294447,1,0,-8.13987732,-10.20664978,6.39187288,6.18248177,0.07191175,0.09039827,0,0,12.55866273
118800,-0.28589487,0,-0.51082562,0.00000000,1,0,-1.95974422,-1.67384934,5.17018986,4.73353863,0.04935642,0.05222476,0,0,2.75787439
118900,-1.20664668,0,-0.51082562,0.00000000,1,0,-4.12029934,-2.91365266,5.84745455,5.65359974,0.02634985,0.03132401,0,0,4.93430495
119000,0.35882187,1,0.33647224,0.33647224,1,0,-30.78959274,-31.14841461,2.63329148,2.63223743,0.05810188,0.05512598,0,0,30.72355843
119100,-11.36464024,0,-0.51082562,4.86356548,1,0,-14.15118122,-2.78654122,3.82993960,3.37291336,0.07111749,0.03124250,0,0,42.69438705
119200,-2.80419850,0,-0.51082562,0.00000000,1,0,1.53796935,4.34216785,6.44562864,6.51281118,0.07883117,0.08166048,0,0,-1.09807789
119300,-1.12474537,0,-0.51082562,0.00000000,1,0,-2.33306789,-1.20832253,5.57235479,5.60522890,0.03363313,0.04211074,0,0,2.40606675
119400,-0.68482733,0,-0.51082562,0.00000000,1,0,-1.70553851,-1.02071118,4.30273533,4.56423759,0.01697996,0.01401064,0,0,2.14918470
119500,-4.43132496,0,-0.51082562,0.00000000,1,0,-7.43299627,-3.00167131,3.78837419,3.91209126,0.03051039,0.03451548,0,0,8.14031994
119600,0.29053068,1,0.33647224,0.33647224,1,0,-0.85536361,-1.14589429,5.57756472,5.88825846,0.10165873,0.08057716,0,0,1.36571407
119700,-3.11827850,0,-0.51082562,0.16211885,1,0,-1.99012434,1.12815404,4.10738087,4.49734163,0.01978740,0.01273603,0,0,7.13485718
119800,-0.12327909,0,-0.51082562,0.00000000,1,0,5.19739628,5.32067537,5.05418205,5.26502705,0.04568425,0.03592001,0,0,-4.54849887
119900,0.23580718,1,0.33647224,0.67294447,1,0,0.88420892,0.64840174,5.32422829,5.80349636,0.06432949,0.04645331,0,0,0.71756856
120000,-0.00416565,0,-0.51082562,0.49859109,1,0,-27.11962128,-27.11545563,2.72680593,2.79010653,0.06209328,0.05974938,0,0,27.78712749
120100,-1.41701233,0,-0.51082562,0.00000000,1,0,-2.14018250,-0.72317016,4.41628551,5.01718330,0.01503990,0.01384883,0,0,3.38183343
120200,-1.10035729,0,-0.51082562,0.00000000,1,0,0.55480862,1.65516591,4.70076656,5.50813103,0.03370090,0.03083198,0,0,-0.28708345
120300,0.23635650,1,0.33647224,0.33647224,1,0,-1.50714564,-1.74350214,5.18718815,6.16817045,0.03368061,0.03258561,0,0,2.25244794
120400,-0.72838068,0,-0.51082562,0.00000000,1,0,-5.30549574,-4.57711506,4.51754427,5.61413336,0.03474226,0.03585472,0,0,6.01501195
120500,-0.92653847,0,-0.51082562,0.00000000,1,0,-7.88117695,-6.95463848,3.57050323,4.40395164,0.03228806,0.03094952,0,0,8.66289854
120600,-0.11032200,0,-0.51082562,0.00000000,1,0,2.15450668,2.26482868,4.84866142,5.92839479,0.06047958,0.05639207,0,0,-0.17244844
120700,-0.48828638,0,-0.51082562,0.16211885,1,0,1.40311730,1.89140368,4.12447691,5.12685776,0.02726365,0.02462513,0,0,-1.30502295
120800,-3.75862885,0,-0.51082562,0.49859109,1,0,-4.50934982,-0.75072098,3.25811100,3.85143876,0.02632134,0.02991505,0,0,5.43276691
120900,0.70923877,1,0.33647224,1.00941671,1,0,1.31817675,0.60893798,2.73344374,3.02841091,0.01823032,0.01749972,0,0,0.02131963
121000,-0.19986916,0,-0.51082562,0.00000000,1,0,-27.23232269,-27.03245354,2.90484333,3.02044773,0.05246384,0.05449242,0,0,27.37776947
121100,-0.86471987,0,-0.51082562,0.00000000,1,0,3.01731420,3.88203406,2.88572383,3.06264710,0.03202747,0.01641107,0,0,-2.78985319
121200,0.14834523,1,0.33647224,0.67294447,1,0,2.55815458,2.40980935,2.82050467,3.02632022,0.04474959,0.06161936,0,0,-0.99586797
121300,1.12185144,1,0.33647224,1.68236118,1,0,-7.85575628,-8.97760773,3.26656342,3.42754364,0.01929570,0.02182682,0,0,11.25148749
121400,-1.16504455,0,-0.51082562,0.00000000,1,0,1.01967549,2.18472004,3.53972459,3.64144039,0.05352244,0.05321653,0,0,-0.96865678
121500,-0.66006160,0,-0.51082562,0.00000000,1,0,1.71880102,2.37886262,3.08817959,3.11763883,0.01323204,0.00918616,0,0,-1.17392027
121600,-0.86462092,0,-0.51082562,0.00000000,1,0,0.67997861,1.54459953,2.74177527,2.77654266,0.01456143,0.01807166,0,0,-0.17930770
121700,-1.78182209,0,-0.51082562,0.00000000,1,0,-0.52705860,1.25476348,3.21557570,3.27320814,0.03077438,0.03567857,0,0,1.06936252
121800,-0.09440041,0,-0.51082562,0.00000000,1,0,2.81987643,2.91427684,5.43355227,5.92579842,0.05294988,0.04632051,0,0,-0.18376744
121900,-0.45206547,0,-0.51082562,0.00000000,1,0,-4.95531178,-4.50324631,3.84611940,4.06580496,0.13250777,0.11959478,0,0,5.96528657
122000,-0.25009537,0,-0.51082562,0.00000000,1,0,-32.02734375,-31.77724838,2.30743313,2.35923338,0.02787175,0.02755492,0,0,33.09755707
122100,-1.20705748,0,-0.51082562,0.00000000,1,0,2.55578232,3.76283979,2.77854061,2.70128822,0.01741041,0.01533462,0,0,-2.22751653
122200,-1.36446285,0,-0.51082562,0.00000000,1,0,-1.66088891,-0.29642606,2.89166522,2.82950187,0.04470697,0.03361355,0,0,6.30303764
122300,0.73055148,1,0.33647224,0.33647224,1,0,4.08934736,3.35879588,5.26181507,5.22078419,0.04536145,0.04522061,0,0,-2.43313464
122400,-1.25606978,0,-0.51082562,0.00000000,1,0,0.60766661,1.86373639,4.59676170,4.89555836,0.06450561,0.07459484,0,0,1.48372114
122500,-0.30184269,0,-0.51082562,0.00000000,1,0,1.88895082,2.19079351,3.11952162,3.38135839,0.02842535,0.01669193,0,0,-1.45899968
122600,-1.48350465,0,-0.51082562,0.00000000,1,0,-0.92325282,0.56025183,4.04044914,4.24720097,0.03858364,0.03059565,0,0,3.84218556
122700,-1.61051536,0,-0.51082562,0.00000000,1,0,-1.50061202,0.10990334,4.21273804,4.50272036,0.04167402,0.03132134,0,0,1.83688426
122800,0.01511145,1,0.33647224,0.33647224,1,0,-1.37294364,-1.38805509,3.54041553,3.70202541,0.04165652,0.03024706,0,0,2.00724149
122900,-2.96098423,0,-0.51082562,0.16211885,1,0,-7.36050129,-4.39951706,3.81741166,3.72254992,0.03971751,0.03701739,0,0,11.82154783
123000,-0.07387733,0,-0.51082562,0.00000000,1,0,-25.17337418,-25.09949684,2.36534286,2.33736539,0.02892295,0.02771982,0,0,25.87088919
123100,-1.22577405,0,-0.51082562,0.00000000,1,0,-3.46512628,-2.23935223,5.00839996,4.68200445,0.03691855,0.03375139,0,0,3.35110903
123200,-0.58226705,0,-0.51082562,0.00000000,1,0,1.48735023,2.06961727,4.86839199,4.63253689,0.07141737,0.06995743,0,0,-1.10722168
123300,0.31093526,1,0.33647224,0.33647224,1,0,3.29021454,2.97927928,4.45255518,4.43864632,0.02252095,0.02140045,0,0,-3.10918403
123400,-2.19199944,0,-0.51082562,0.00000000,1,0,-0.56604874,1.62595081,3.90496325,4.00760365,0.01471993,0.01875054,0,0,0.47889471
123500,-0.36210823,0,-0.51082562,0.00000000,1,0,-11.05719566,-10.69508743,4.22337055,4.43670416,0.04271100,0.03730610,0,0,12.35111904
123600,-0.13148260,0,-0.51082562,0.00000000,1,0,1.71016574,1.84164834,4.29154778,4.74991179,0.02417674,0.02607657,0,0,-1.03098786
123700,-0.13699245,0,-0.51082562,0.00000000,1,0,2.99060178,3.12759423,3.95546126,4.50059700,0.02387830,0.02557375,0,0,nan
123800,-0.55253100,0,-0.51082562,0.00000000,1,0,0.66655850,1.21908951,4.20695066,4.67744207,0.04879802,0.04504795,0,0,-0.53135093
123900,-0.11229277,0,-0.51082562,0.16211885,1,0,3.56392932,3.67622209,3.94721007,4.41090059,0.02057622,0.01689821,0,0,-3.48305100
124000,-0.04089737,0,-0.51082562,0.31200316,1,0,-24.15164566,-24.11074829,2.45179677,2.53617764,0.03116126,0.03242449,0,0,25.11040370
124100,0.76107931,1,0.33647224,0.33647224,1,0,-2.73215222,-3.49323153,4.40791845,4.72369194,0.09464855,0.07491400,0,0,3.13957906
124200,0.50090647,1,0.33647224,0.83506332,1,0,0.93449545,0.43358898,4.56158113,4.71161985,0.05663236,0.04264795,0,0,-0.15490776
124300,-0.78310275,0,-0.51082562,0.00000000,1,0,-1.70520771,-0.92210495,3.54218340,3.44287276,0.01952063,0.02466088,0,0,4.99320388
124400,-1.86773682,0,-0.51082562,0.00000000,1,0,3.68719721,5.55493402,4.71003342,4.59065676,0.06869718,0.05253081,0,0,-4.74340010
124500,-0.07895970,0,-0.51082562,0.00000000,1,0,2.92778921,3.00674891,3.73720384,3.51578641,0.03547104,0.03386028,0,0,-2.64966476
124600,-1.03967440,0,-0.51082562,0.00000000,1,0,0.51534033,1.55501473,4.27586937,4.22630644,0.07736642,0.07767710,0,0,0.71377230
124700,-1.20825624,0,-0.51082562,0.00000000,1,0,-0.16926479,1.03899145,4.37260628,4.31668901,0.10377020,0.06468711,0,0,0.49394818
124800,-1.36413336,0,-0.51082562,0.00000000,1,0,-3.43259192,-2.06845856,4.41847849,4.20353031,0.10487101,0.08899223,0,0,3.94519043
124900,-1.59951413,0,-0.51082562,0.00000000,1,0,1.30351198,2.90302610,5.06039190,4.59963751,0.09377359,0.09442094,0,0,-0.03727837
125000,-0.08701706,0,-0.51082562,0.66070994,1,0,-23.78374863,-23.69673157,2.03445148,2.04504442,0.04863151,0.04684104,0,0,23.81651433
125100,-1.68087482,0,-0.51082562,0.00000000,1,0,3.14372921,4.82460403,3.44333792,3.59041643,0.01658113,0.01461566,0,0,-2.43499160
125200,-1.41884887,0,-0.51082562,0.00000000,1,0,0.18947947,1.60832834,3.50655341,3.78946424,0.02164543,0.01724119,0,0,0.21127564
125300,0.15285563,1,0.33647224,0.67294447,1,0,-2.37395954,-2.52681518,3.35502148,3.63017106,0.02071566,0.02083369,0,0,5.19456259
125400,0.23916221,1,0.33647224,0.33647224,1,0,3.77955103,3.54038882,3.33826995,3.58514571,0.02414848,0.02394141,0,0,-4.39770699
125500,-0.37363815,0,-0.51082562,0.00000000,1,0,4.22274971,4.59638786,3.56591463,3.80708981,0.04749705,0.05058540,0,0,-4.81023542
125600,0.06206131,1,0.33647224,0.33647224,1,0,-0.01719427,-0.07925558,3.93909407,3.95478320,0.04101372,0.02997121,0,0,-0.70412493
125700,-3.57483912,0,-0.51082562,0.00000000,1,0,-2.30967546,1.26516366,2.97896051,2.78525519,0.10479722,0.08285456,0,0,6.61512345
125800,-1.62004948,0,-0.51082562,0.00000000,1,0,4.32880306,5.94885254,3.17248583,3.06663632,0.02073270,0.01497732,0,0,-4.04946917
125900,-1.08164263,0,-0.51082562,0.00000000,1,0,4.73332167,5.81496429,2.89414024,2.81915402,0.03658186,0.02149368,0,0,-3.85043073
126000,0.08598137,1,0.33647224,0.67294447,1,0,-18.92479134,-19.01077271,2.35206628,2.37063694,0.05225860,0.04834674,0,0,19.00885725
126100,-0.31528997,0,-0.51082562,0.00000000,1,0,0.47941804,0.79470801,2.82116652,2.81930590,0.04802207,0.04071716,0,0,0.61917124
126200,-2.79215479,0,-0.51082562,0.00000000,1,0,-1.00395858,1.78819633,3.52834153,3.57672787,0.03243583,0.04214147,0,0,1.29117751
126300,-1.37591982,0,-0.51082562,0.00000000,1,0,5.76475382,7.14067364,2.42325401,2.45350170,0.03585729,0.04032861,0,0,-6.14267874
126400,-0.64940548,0,-0.51082562,0.00000000,1,0,3.11278510,3.76219058,2.89577603,2.86447144,0.02519939,0.01783112,0,0,-2.05969030
126500,-0.56032467,0,-0.51082562,0.00000000,1,0,-2.28094387,-1.72061920,3.00401926,2.96830893,0.02968079,0.02937619,0,0,3.04395779
126600,-0.08042574,0,-0.51082562,0.00000000,1,0,0.50200510,0.58243084,3.91775846,3.84567642,0.11737169,0.10982174,0,0,-1.10729831
126700,-0.49911308,0,-0.51082562,0.00000000,1,0,6.37292671,6.87203979,3.24925876,3.06704307,0.02405804,0.01922916,0,0,-6.18553495
126800,-0.57624531,0,-0.51082562,0.00000000,1,0,2.85005975,3.42630506,4.12865543,3.93265700,0.05753893,0.05999160,0,0,-1.35779214
126900,2.06120586,1,0.33647224,0.33647224,1,0,-3.75887442,-5.82008028,5.23400021,4.95317221,0.12777241,0.09838232,0,0,4.01922623
127000,0.51608849,1,0.33647224,0.33647224,1,0,-21.12880135,-21.64488983,2.93619776,2.82613420,0.04567124,0.04200429,0,0,20.13788795
127100,-1.20049524,0,-0.51082562,0.00000000,1,0,-8.04420280,-6.84370756,3.85174608,3.45339561,0.06896915,0.06261086,0,0,12.09333801
127200,0.83416080,1,0.33647224,0.33647224,1,0,2.76559687,1.93143606,4.46303320,3.89636731,0.09686462,0.08478387,0,0,-2.63012703
127300,-0.11198711,0,-0.51082562,0.00000000,1,0,8.00006294,8.11205006,4.11445475,3.82481933,0.06142785,0.05072187,0,0,-7.67721860
127400,-2.08002663,0,-0.51082562,0.00000000,1,0,1.37184024,3.45186687,5.13752842,5.19396114,0.10024766,0.10254440,0,0,-1.79211815
127500,-1.11780572,0,-0.51082562,0.00000000,1,0,-0.02685094,1.09095478,4.16356564,3.95890713,0.04802744,0.04619236,0,0,0.93996015
127600,-0.09465790,0,-0.51082562,0.00000000,1,0,4.55820560,4.65286350,5.49839497,5.03775072,0.09761684,0.09224641,0,0,-5.06333717
127700,-0.59285784,0,-0.51082562,0.00000000,1,0,4.91985989,5.51271772,5.15576363,4.87659311,0.07918946,0.04767461,0,0,-3.98399889
127800,-1.06638944,0,-0.51082562,0.00000000,1,0,0.25259697,1.31898642,3.87651944,3.69649172,0.02982367,0.02729634,0,0,1.12803942
127900,-1.72192383,0,-0.51082562,0.00000000,1,0,-5.77552652,-4.05360270,3.78833508,3.65239382,0.02915078,0.02450195,0,0,7.06496042
128000,0.43618774,1,0.33647224,0.33647224,1,0,-24.03645706,-24.47264481,2.44206882,2.40860271,0.06839755,0.06632803,0,0,25.25156085
128100,-0.56412983,0,-0.51082562,0.00000000,1,0,2.31985688,2.88398671,3.81699419,3.65842342,0.03284165,0.02675158,0,0,-1.78772497
128200,0.68149579,1,0.33647224,0.67294447,1,0,-0.44417346,-1.12566924,4.49877834,4.13198853,0.07944441,0.07339291,0,0,3.17916095
128300,-2.57242203,0,-0.51082562,0.00000000,1,0,4.00102997,6.57345200,6.13568306,5.47340488,0.04130295,0.04022955,0,0,-0.47938985
128400,-1.37437189,0,-0.51082562,0.00000000,1,0,0.84201419,2.21638608,6.16425705,5.65806913,0.06578039,0.06183800,0,0,0.54608816
128500,0.03818583,1,0.33647224,0.49859109,1,0,1.91050315,1.87231731,5.10775614,4.62638235,0.10513940,0.13038443,0,0,-0.92412615
128600,0.08521891,1,0.33647224,1.17153556,1,0,2.83569908,2.75048018,4.27123165,3.98765016,0.01912466,0.02506756,0,0,-2.73968506
128700,-0.03040314,0,-0.51082562,0.00000000,1,0,1.21056652,1.24096966,4.74016523,4.53210974,0.06677802,0.05248137,0,0,0.90481528
128800,-2.54074454,0,-0.51082562,0.00000000,1,0,0.27274847,2.81349301,4.93960381,4.55646181,0.03380330,0.03502646,0,0,4.16869712
128900,0.52454948,1,0.33647224,0.67294447,1,0,-5.45085621,-5.97540569,3.48392749,3.39150810,0.05735058,0.06350861,0,0,8.61329524
129000,0.25624466,1,0.33647224,0.33647224,1,0,-23.15953827,-23.41578293,2.33469892,2.32049561,0.07428951,0.07161411,0,0,25.07570076
129100,-0.64940453,0,-0.51082562,0.00000000,1,0,5.47735977,6.12676430,4.52510262,4.56786537,0.02089939,0.02516093,0,0,-4.98091757
129200,-0.65722108,0,-0.51082562,0.00000000,1,0,3.11653256,3.77375364,6.01790047,5.82036161,0.10005602,0.10330180,0,0,-2.91037202
129300,-1.20564079,0,-0.51082562,0.00000000,1,0,-0.12588215,1.07975864,3.69490719,3.62411380,0.02597143,0.02876127,0,0,1.60715997
129400,-1.00612807,0,-0.51082562,0.00000000,1,0,2.02855468,3.03468275,3.29588532,3.32050157,0.03051402,0.02791491,0,0,-2.11999544
129500,1.45114875,1,0.33647224,0.33647224,1,0,1.41158319,-0.03956556,3.92300749,3.83808517,0.02381957,0.02832700,0,0,0.10279004
129600,-1.78080046,0,-0.51082562,0.00000000,1,0,1.70377600,3.48457646,4.46981287,4.64909649,0.05011356,0.04390450,0,0,-1.10178852
129700,-1.27577686,0,-0.51082562,0.00000000,1,0,6.78403568,8.05981255,5.02770424,5.09169006,0.07095497,0.05075815,0,0,-6.50583482
129800,1.07088232,1,0.33647224,0.33647224,1,0,0.63040090,-0.44048142,4.76798677,4.94007826,0.03590177,0.03038935,0,0,1.59746885
129900,-1.66931248,0,-0.51082562,0.00000000,1,0,4.68687630,6.35618877,6.23112583,6.18933535,0.13475282,0.12731090,0,0,-3.53469086
130000,-0.11704063,0,-0.51082562,0.16211885,1,0,-25.98210716,-25.86506653,2.18119693,2.20602632,0.05242836,0.05288722,0,0,26.68029833
130100,-0.42122555,0,-0.51082562,0.00000000,1,0,5.02536964,5.44659519,4.43552303,4.22608948,0.05080929,0.03790681,0,0,-3.32871644
130200,-0.54722714,0,-0.51082562,0.00000000,1,0,3.05561662,3.60284376,4.77536583,4.55730629,0.05053744,0.05254782,0,0,-2.48591566
130300,0.63587332,1,0.33647224,0.33647224,1,0,1.74870706,1.11283374,3.92189121,3.84447575,0.02594146,0.02684076,0,0,-0.83839107
130400,-0.29948556,0,-0.51082562,0.00000000,1,0,1.29642737,1.59591293,4.47921181,4.13639355,0.07901701,0.06434961,0,0,0.24033308
130500,-1.48801804,0,-0.51082562,0.00000000,1,0,7.63203144,9.12004948,4.94117403,4.81780052,0.07574548,0.07032971,0,0,-6.54143922
130600,-0.46380448,0,-0.51082562,0.00000000,1,0,-4.02822590,-3.56442142,3.64181852,3.58532500,0.04100277,0.02347838,0,0,5.49593854
130700,-0.80296433,0,-0.51082562,0.00000000,1,0,-2.28026652,-1.47730219,3.60560274,3.70178056,0.02452543,0.02121992,0,0,2.46282619
130800,-0.70241690,0,-0.51082562,0.00000000,1,0,5.19523859,5.89765549,4.92983675,5.13467216,0.11139592,0.09341577,0,0,-4.72477641
130900,-1.07464981,0,-0.51082562,0.00000000,1,0,5.41377068,6.48842049,3.95790768,4.27706909,0.03255039,0.03221684,0,0,-4.91823030
131000,-0.10989189,0,-0.51082562,0.00000000,1,0,-23.17446518,-23.06457329,2.32061768,2.38857222,0.03713450,0.03844906,0,0,22.93170865
131100,-0.47540545,0,-0.51082562,0.00000000,1,0,0.57070065,1.04610610,3.63179278,3.82230282,0.02779770,0.02667037,0,0,0.32545486
131200,0.89525104,1,0.33647224,0.33647224,1,0,3.23509622,2.33984518,3.53717518,3.72278976,0.04144039,0.03395111,0,0,-2.08770859
131300,0.18752885,1,0.33647224,1.34588895,1,0,1.03076005,0.84323120,4.58041668,4.78341770,0.04812057,0.05362736,0,0,-0.23059335
131400,-2.07075691,0,-0.51082562,0.00000000,1,0,1.34069693,3.41145396,5.76816177,6.33561420,0.21094052,0.19896019,0,0,2.18374777
131500,-1.58217239,0,-0.51082562,0.00000000,1,0,3.08416653,4.66633892,4.97698259,5.19490480,0.03151419,0.03178413,0,0,-1.34754312
131600,-2.94738150,0,-0.51082562,0.00000000,1,0,3.64971685,6.59709835,4.89394379,5.06261730,0.06717861,0.06920758,0,0,-1.10440266
131700,-0.96599817,0,-0.51082562,0.00000000,1,0,-1.34090710,-0.37490892,3.80184674,3.79276752,0.03600858,0.03100269,0,0,2.28772648
131800,-0.70435047,0,-0.51082562,0.00000000,1,0,-1.28602314,-0.58167267,4.14815712,4.10029793,0.06235789,0.05633834,0,0,1.79789770
131900,-0.87091374,0,-0.51082562,0.00000000,1,0,-2.20336556,-1.33245182,4.06352663,4.21934271,0.05157091,0.05665157,0,0,4.14652491
132000,0.22778511,1,0.33647224,0.67294447,1,0,-22.90137672,-23.12916183,2.08455014,2.08570266,0.05647696,0.05240075,0,0,23.47844505
132100,-1.56129217,0,-0.51082562,0.00000000,1,0,-2.88508987,-1.32379770,4.45626831,4.50550365,0.04422455,0.03328516,0,0,5.94249725
132200,-1.73135424,0,-0.51082562,0.00000000,1,0,-5.60224104,-3.87088680,4.02088022,3.94771743,0.06024314,0.06007870,0,0,6.29764183
132300,-2.07397890,0,-0.51082562,0.00000000,1,0,3.07442904,5.14840794,5.19013882,5.11148453,0.10838858,0.10145703,0,0,-0.29836786
132400,-2.31112003,0,-0.51082562,0.00000000,1,0,1.13506937,3.44618940,5.31472254,5.45086098,0.06923106,0.08204091,0,0,0.38487840
132500,-1.07815361,0,-0.51082562,0.00000000,1,0,3.04387188,4.12202549,4.50292110,4.41904926,0.03527312,0.03667633,0,0,-2.69722752
132600,-2.18269348,0,-0.51082562,0.00000000,1,0,3.72660971,5.90930319,4.80917215,4.68428946,0.05403384,0.05551614,0,0,-3.49206817
132700,-0.49084616,0,-0.51082562,0.00000000,1,0,1.24995136,1.74079752,5.74136591,5.58159399,0.05336376,0.04722990,0,0,-1.40018809
132800,-1.49729443,0,-0.51082562,0.00000000,1,0,4.42820454,5.92549896,4.58205509,4.66636229,0.07640193,0.09988039,0,0,-3.67987808
132900,-0.54269469,0,-0.51082562,0.00000000,1,0,1.46110499,2.00379968,4.20315981,4.39103508,0.05903151,0.07104958,0,0,-0.91127980
133000,-0.14975929,0,-0.51082562,0.00000000,1,0,-22.87124634,-22.72148705,2.30242181,2.31440187,0.04217342,0.04075273,0,0,23.00845528
133100,0.18312311,1,0.33647224,0.33647224,1,0,-1.87644362,-2.05956674,4.74128151,4.65903473,0.03344385,0.03194788,0,0,4.27173233
133200,0.83818150,1,0.33647224,0.33647224,1,0,-2.71419263,-3.55237412,5.13170815,4.73916674,0.04318845,0.05050369,0,0,5.53641868
133300,-0.26862812,0,-0.51082562,0.00000000,1,0,0.42979443,0.69842255,4.85249853,4.61833334,0.05148426,0.06243936,0,0,0.02953454
133400,-0.40541720,0,-0.51082562,0.00000000,1,0,2.96044993,3.36586714,5.02513361,4.84669590,0.03327658,0.02819519,0,0,-2.47201395
